symbol,security_id,exchange,segment,instrument
UNITDSPR APR FUT,67036,NSE,D,FUTSTK
UNITDSPR FEB FUT,59500,NSE,D,FUTSTK
UNITDSPR MAR FUT,52065,NSE,D,FUTSTK
UNOMINDA APR FUT,67037,NSE,D,FUTSTK
UNOMINDA FEB FUT,59501,NSE,D,FUTSTK
UNOMINDA MAR FUT,52066,NSE,D,FUTSTK
UPL APR FUT,67038,NSE,D,FUTSTK
UPL FEB FUT,59502,NSE,D,FUTSTK
UPL MAR FUT,52067,NSE,D,FUTSTK
VBL APR FUT,67039,NSE,D,FUTSTK
VBL FEB FUT,59503,NSE,D,FUTSTK
VBL MAR FUT,52068,NSE,D,FUTSTK
VEDL APR FUT,67040,NSE,D,FUTSTK
VEDL FEB FUT,59517,NSE,D,FUTSTK
VEDL MAR FUT,52069,NSE,D,FUTSTK
VOLTAS APR FUT,67041,NSE,D,FUTSTK
VOLTAS FEB FUT,59518,NSE,D,FUTSTK
VOLTAS MAR FUT,52070,NSE,D,FUTSTK
WAAREEENER APR FUT,67042,NSE,D,FUTSTK
WAAREEENER FEB FUT,52072,NSE,D,FUTSTK
WAAREEENER MAR FUT,52073,NSE,D,FUTSTK
WIPRO APR FUT,67043,NSE,D,FUTSTK
WIPRO FEB FUT,59519,NSE,D,FUTSTK
WIPRO MAR FUT,52074,NSE,D,FUTSTK
YESBANK APR FUT,67044,NSE,D,FUTSTK
YESBANK FEB FUT,59520,NSE,D,FUTSTK
YESBANK MAR FUT,52089,NSE,D,FUTSTK
ZINC APR FUT,488794,MCX,M,FUTCOM
ZINC FEB FUT,477171,MCX,M,FUTCOM
ZINC JUN FUT,552711,MCX,M,FUTCOM
ZINC MAR FUT,487662,MCX,M,FUTCOM
ZINC MAY FUT,510478,MCX,M,FUTCOM
ZINCMINI APR FUT,488795,MCX,M,FUTCOM
ZINCMINI FEB FUT,477172,MCX,M,FUTCOM
ZINCMINI JUN FUT,552712,MCX,M,FUTCOM
ZINCMINI MAR FUT,487663,MCX,M,FUTCOM
ZINCMINI MAY FUT,510479,MCX,M,FUTCOM
ZYDUSLIFE APR FUT,67045,NSE,D,FUTSTK
ZYDUSLIFE FEB FUT,59521,NSE,D,FUTSTK
ZYDUSLIFE MAR FUT,52090,NSE,D,FUTSTK
